id,shop,category,sub_category,item_name,description,price_base,weight,limited_stock,rural,urban
13,shop-shady,Adventuring Gear,default,Oil (flask),"Oil usually comes in a clay flask that holds 1 pint. As an action, you can splash the oil in this flask onto a creature within 5 feet of you or throw it up to 20 feet, shattering it on impact. Make a ranged attack against a target creature or object, treating the oil as an improvised weapon. On a hit, the target is covered in oil. If the target takes any fire damage before the oil dries (after 1 minute), the target takes an additional 5 fire damage from the burning oil. You can also pour a flask of oil on the ground to cover a 5-foot-square area, provided that the surface is level. If lit, the oil burns for 2 rounds and deals 5 fire damage to any creature that enters the area or ends its turn in the area. A creature can take this damage only once per turn.",0.1,0.45,True,True,True
14,shop-shady,Adventuring Gear,default,Pin Ring (iron),"A simple ring with a flip-up lid, below which is a needle capable of delivering a dose of poison (or drug) to the target. Stealthily sticking an unaware target would require a sleight of hand check vs the victim's passive Perception. If stuck, the victim would know they've been scatched/poked, but may not know where it came from (especially in a crowded area). It is up to the DM how to handle the situation. If a victim is aware of the assassin, then an attack roll would be needed.",2.0,NULL,True,False,True
15,shop-shady,Adventuring Gear,default,Pin Ring (silver),"A simple ring with a flip-up lid, below which is a needle capable of delivering a dose of poison (or drug) to the target. Stealthily sticking an unaware target would require a sleight of hand check vs the victim's passive Perception. If stuck, the victim would know they've been scatched/poked, but may not know where it came from (especially in a crowded area). It is up to the DM how to handle the situation. If a victim is aware of the assassin, then an attack roll would be needed.",10.0,NULL,True,False,True
16,shop-shady,Adventuring Gear,default,"Ram, Portable","You can use a portable ram to break down doors. When doing so, you gain a +4 bonus on the Strength check. One other character can help you use the ram, giving you advantage on this check.",4.0,15.88,False,False,False
17,shop-shady,Adventuring Gear,default,"Spikes, Iron (10)",Standard iron spikes typically used with a hammer.,1.0,2.27,False,False,False
18,shop-shady,Adventuring Gear,default,Smoke Stick,"This stick produces a thick plume of smoke when ignited with flame. You can hold on to the stick or throw it to a point up to 20 feet away as part of the action used to ignite it. The area in a 10-foot radius around the stick is filled with thick smoke that blocks vision, including darkvision. The smoke persist for 1 minute and then dissipates.",20.0,0.23,True,False,True
19,shop-shady,Adventuring Gear,default,Tar Paper,"A piece of heavy paper or cloth which has been soaked in tar, honey, or anything suitably sticky. The thief usually used it by slapping it on a window pane before breaking the glass. The sticky surface keeps all the fragments together as the glass breaks. Noise is considerably reduced, both from cushioning the impact of a hammer on glass, and by preventing broken glass from scattering all over the floor. Anyone listening would make a perception check with disadvantage. Passive perception for hearing the broken glass gets a -5.",0.1,0.45,False,True,True
20,shop-shady,Adventuring Gear,default,Wrist Sheath,"A small leather sheath made to hold a knife or dagger, that is strapped to the forearm (below the sleeve of a garment) so that the weapon can be flipped to the hand by a subtle arm movement.",0.5,0.91,True,False,True
21,shop-shady,Weapons,Martial Melee Weapons,Canesword,"While sheathed, this weapon appears to be just a regular, if slightly heavier than normal, gentleman's cane. However, by releasing a hidden catch, the user can draw the blade hidden inside (1d6 piercing, finesse, light).",50.0,1.81,True,False,False
22,shop-shady,Poison,default,"Poison, Basic (vial)","You can use the poison in this vial to coat one slashing or piercing weapon or up to three pieces of ammunition. Applying the poison takes an action. A creature hit by the poisoned weapon or ammunition must make a DC 10 Constitution saving throw or take 1d4 poison damage. Once applied, the poison retains potency for 1 minute before drying.",100.0,NULL,True,True,True
23,shop-shady,Poison,default,Assassin's Blood,"A creature subjected to this poison must make a DC 10 Constitution saving throw. On a failed save, it takes 6 (1d12) poison damage and is poisoned for 24 hours. On a successful save, the creature takes half damage and isn't poisoned.",150.0,NULL,True,False,False
24,shop-shady,Poison,default,Burnt Othur Fumes,"A creature subjected to this poison must succeed on a DC 13 Constitution saving throw or take 10 (3d6) poison damage, and must repeat the saving throw at the start of each of its turns. On each successive failed save, the character takes 3 (1d6) poison damage. After three successful saves, the poison ends.",500.0,NULL,True,False,False
25,shop-shady,Poison,default,Crawler Mucus,"This poison must be harvested from a dead or incapacitated carrion crawler. A creature subjected to this poison must succeed on a DC 13 Constitution saving throw or be poisoned for 1 minute. The poisoned creature is paralyzed. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",200.0,NULL,True,False,False
26,shop-shady,Poison,default,Drow Poison,"This poison is typically made only by the drow, and only in a place far removed from sunlight. A creature subjected to this poison must succeed on a DC 13 Constitution saving throw or be poisoned for 1 hour. If the saving throw fails by 5 or more, the creature is also unconscious while poisoned in this way. The creature wakes up if it takes damage or if another creature takes an action to shake it awake.",200.0,NULL,True,False,False
27,shop-shady,Poison,default,Essence of Ether,A creature subjected to this poison must succeed on a DC 15 Constitution saving throw or become poisoned for 8 hours. The poisoned creature is unconscious. The creature wakes up if it takes damage or if another creature takes an action to shake it awake.,300.0,NULL,True,False,False
28,shop-shady,Poison,default,Malice,A creature subjected to this poison must succeed on a DC 15 Constitution saving throw or become poisoned for 1 hour. The poisoned creature is blinded.,250.0,NULL,True,False,False
29,shop-shady,Poison,default,Midnight Tears,"A creature that ingests this poison suffers no effect until the stroke of midnight. If the poison has not been neutralized before then, the creature must succeed on a DC 17 Constitution saving throw, taking 31 (9d6) poison damage on a failed save, or half as much damage on a successful one.",1500.0,NULL,True,False,False
30,shop-shady,Poison,default,Oil of Taggit,A creature subjected to this poison must succeed on a DC 13 Constitution saving throw or become poisoned for 24 hours. The poisoned creature is unconscious. The creature wakes up if it takes damage.,400.0,NULL,True,False,False
31,shop-shady,Poison,default,Pale Tincture,"A creature subjected to this poison must succeed on a DC 16 Constitution saving throw or take 3 (1d6) poison damage and become poisoned. The poisoned creature must repeat the saving throw every 24 hours, taking 3 (1d6) poison damage on a failed save. Until this poison ends, the damage the poison deals can't be healed by any means. After seven successful saving throws, the effect ends and the creature can heal normally.",250.0,NULL,True,False,False
32,shop-shady,Poison,default,Purple Worm Poison,"This poison must be harvested from a dead or incapacitated purple worm. A creature subjected to this poison must make a DC 19 Constitution saving throw, taking 42 (12d6) poison damage on a failed save, or half as much damage on a successful one.",2000.0,NULL,True,False,False
33,shop-shady,Poison,default,Torpor,A creature subjected to this poison must succeed on a DC 15 Constitution saving throw or become poisoned for 4d6 hours. The poisoned creature is incapacitated.,600.0,NULL,True,False,False
34,shop-shady,Poison,default,Truth Serum,"A creature subjected to this poison must succeed on a DC 11 Constitution saving throw or become poisoned for 1 hour. The poisoned creature can't knowingly speak a lie, as if under the effect of a zone of truth spell.",150.0,NULL,True,False,False
35,shop-shady,Poison,default,Wyvern Poison,"This poison must be harvested from a dead or incapacitated wyvern. A creature subjected to this poison must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.",1200.0,NULL,True,False,False
36,shop-shady,Tools and Kits,default,Disguise Kit,"The perfect tool for anyone who wants to engage in trickery, a disguise kit enables its owner to adopt a false identity.",25.0,1.36,False,False,True
37,shop-shady,Tools and Kits,default,Forgery Kit,"A forgery kit is designed to duplicate documents and to make it easier to copy a person's seal or signature.A forgery kit includes several different types of ink, a variety of parchments and papers, several quills, seals and sealing wax, gold and silver leaf, and small tools to sculpt melted wax to mimic a seal.: A forgery kit can be used in conjunction with the Arcana skill to determine if a magic item is real or fake.: A well-crafted forgery, such as papers proclaiming you to be a noble or a writ that grants you safe passage, can lend credence to a lie.: A forgery kit combined with your knowledge of history improves your ability to create fake historical documents or to tell if an old document is authentic.: When you examine objects, proficiency with a forgery kit is useful for determining how an object was made and whether it is genuine.: Knowledge of other tools makes your forgeries that much more believable. For example, you could combine proficiency with a forgery kit and proficiency with cartographer's tools to make a fake map.: As part of a short rest, you can produce a forged document no more than one page in length. As part of a long rest, you can produce a document that is up to four pages long. Your Intelligence check using a forgery kit determines the DC for someone else's Intelligence (Investigation) check to spot the fake.DC 15 - Mimic handwritingDC 20 - Duplicate a wax seal",15.0,2.27,False,True,True
38,shop-shady,Tools and Kits,Gaming Set,Dice Set,The dice set consists of several evenly weighted (fair) dice that can be used to play a variety of dice games.,0.1,NULL,True,True,True
39,shop-shady,Tools and Kits,Gaming Set,Playing Card Set,"This gaming set includes a complete set of playing cards.: Your mastery of a game includes knowledge of its history, as well as of important events it was connected to or prominent historical figures involved with it.: Playing games with someone is a good way to gain understanding of their personality, granting you a better ability to discern their lies from their truths and read their mood.: Sleight of Hand is a useful skill for cheating at a game, as it allows you to swap pieces, palm cards, or alter a die roll.Alternatively, engrossing a target in a game by manipulating the components with dexterous movements is a great distraction for a pickpocketing attempt.DC 15 - Catch a player cheatingDC 15 - Gain insight into an opponent's personality",0.5,NULL,False,True,True
40,shop-shady,Tools and Kits,default,Poisoner's Kit,"A poisoner's kit is a favored resource for thieves, assassins, and others who engage in skulduggery. It allows you to apply poisons and create them from various materials. Your knowledge of poisons also helps you treat them.A poisoner's kit includes glass vials, a mortar and pestle, chemicals, and a glass stirring rod.: Your training with poisons can help you when you try to recall facts about infamous poisonings.: Your knowledge of poisons has taught you to handle those substances carefully, giving you an edge when you inspect poisoned objects or try to extract clues from events that involve poison.: When you treat the victim of a poison, your knowledge grants you added insight into how to provide the best care to your patient.: Working with poisons enables you to acquire lore about which plants and animals are poisonous.: Your proficiency allows you to handle and apply a poison without risk of exposing yourself to its effects.DC 10 - Spot a poisoned objectDC 20 - Determine the effects of a poison",50.0,0.91,True,True,True
41,shop-shady,Tools and Kits,default,Thieves' Tools,"Perhaps the most common tools used by adventurers, thieves' tools are designed for picking locks and foiling traps. Proficiency with the tools also grants you a general knowledge of traps and locks.Thieves' tools include a small file, a set of lock picks, a small mirror mounted on a metal handle, a set of narrow-bladed scissors, and a pair of pliers.: Your knowledge of traps grants you insight when answering questions about locations that are renowned for their traps.: You gain additional insight when looking for traps, because you have learned a variety of common signs that betray their presence.: Just as you can disable traps, you can also set them. As part of a short rest, you can create a trap using items you have on hand. The total of your check becomes the DC for someone else's attempt to discover or disable the trap. The trap deals damage appropriate to the materials used in crafting it (such as poison or a weapon) or damage equal to half the total of your check, whichever the DM deems appropriate.",25.0,0.45,True,True,True
