id,shop,category,sub_category,item_name,description,price_base,weight,limited_stock,rural,urban
26,shop-blacksmith,Weapons,Martial Melee Weapons,Maul,"A maul is a long-handled hammer with a heavy head, of wood, lead, or iron. Similar in appearance and function to a modern sledgehammer, it is sometimes shown as having a spear-like spike on the fore-end of the haft. Proficiency with a maul allows you to add your proficiency bonus to the attack roll for any attack you make with it.",10.0,4.54,False,False,True
27,shop-blacksmith,Weapons,Martial Melee Weapons,Morningstar,A morningstar is a club-like weapon consisting of a shaft with an attached ball adorned with one or more spikes. Proficiency with a morningstar allows you to add your proficiency bonus to the attack roll for any attack you make with it.,15.0,1.81,True,True,True
28,shop-blacksmith,Weapons,Martial Melee Weapons,Pike,"A long spear with a heavy wooden shaft 10 to 20 feet long, tipped with a steel point. Proficiency with a pike allows you to add your proficiency bonus to the attack roll for any attack you make with it.",5.0,8.16,False,True,True
29,shop-blacksmith,Weapons,Martial Melee Weapons,Rapier,A rapier (or) is a type of sword with a slender and sharply-pointed two-edged blade. Proficiency with a rapier allows you to add your proficiency bonus to the attack roll for any attack you make with it.,25.0,0.91,False,False,False
30,shop-blacksmith,Weapons,Martial Melee Weapons,Scimitar,A short sword with a curved blade that broadens toward the point. Proficiency with a scimitar allows you to add your proficiency bonus to the attack roll for any attack you make with it.,25.0,1.36,False,False,True
31,shop-blacksmith,Weapons,Martial Melee Weapons,Shortsword,"A smaller version of the longsword, but longer than a dagger or dirk. It has a 12 to 20 inch, double-edged blade that ends in a sharp point. It has a cross-guard, grip, and pommel. Proficiency with a shortsword allows you to add your proficiency bonus to the attack roll for any attack you make with it.",10.0,0.91,True,True,True
32,shop-blacksmith,Weapons,Martial Melee Weapons,Trident,"A trident (also called a leister or gig), is a three-pronged spear. Proficiency with a trident allows you to add your proficiency bonus to the attack roll for any attack you make with it.",5.0,1.81,False,False,False
33,shop-blacksmith,Weapons,Martial Melee Weapons,War Pick,"A war pick, also called a horseman's pick, consists of a long shaft, often wood, topped with a small hammer's head with a very long spike on the reverse side. Usually, this spike was slightly curved downwards, much like a miner's pickaxe. Proficiency with a war pick allows you to add your proficiency bonus to the attack roll for any attack you make with it.",5.0,0.91,False,False,True
34,shop-blacksmith,Weapons,Martial Melee Weapons,Warhammer,"A war hammer consists of a handle and a heavy iron head with a hammer in front, and a spike on the other side. Proficiency with a warhammer allows you to add your proficiency bonus to the attack roll for any attack you make with it.",15.0,0.91,False,True,True
35,shop-blacksmith,Adventuring Gear,default,"Ball Bearings (bag of 1,000)","As an action, you can spill these tiny metal balls from their pouch to cover a level, square area that is 10 feet on a side. A creature moving across the covered area must succeed on a DC 10 Dexterity saving throw or fall prone. A creature moving through the area at half speed doesn't need to make the save.",1.0,0.91,False,True,True
36,shop-blacksmith,Adventuring Gear,default,Bell,"A standard bell that rings, typically used for signaling.",1.0,NULL,False,True,True
37,shop-blacksmith,Adventuring Gear,default,Block and Tackle,"A set of pulleys with a cable threaded through them and a hook to attach to objects, a block and tackle allows you to hoist up to four times the weight you can normally lift.",1.0,2.27,False,False,True
38,shop-blacksmith,Adventuring Gear,default,Chain (10 feet),A chain has 10 hit points. It can be burst with a successful DC 20 Strength check.,5.0,4.54,True,True,True
39,shop-blacksmith,Adventuring Gear,default,Crowbar,Using a crowbar grants advantage to Strength checks where the crowbar's leverage can be applied.,2.0,2.27,True,True,True
40,shop-blacksmith,Adventuring Gear,default,Grappling Hook,"When tied to the end of a rope, a grappling hook can secure the rope to a battlement, window ledge, tree limb, or other protrusion.",2.0,1.81,False,False,True
41,shop-blacksmith,Adventuring Gear,default,Hammer,This one-handed hammer with an iron head is useful for pounding pitons into a wall.,1.0,1.36,True,True,True
42,shop-blacksmith,Adventuring Gear,default,"Hammer, Sledge","This two-handed, iron-headed hammer is good for smashing open treasure chests.",2.0,4.54,False,True,True
43,shop-blacksmith,Adventuring Gear,default,Hunting Trap,"When you use your action to set it, this trap forms a saw-toothed steel ring that snaps shut when a creature steps on a pressure plate in the center. The trap is affixed by a heavy chain to an immobile object, such as a tree or a spike driven into the ground. A creature that steps on the plate must succeed on a DC 13 Dexterity saving throw or take 1d4 piercing damage and stop moving. Thereafter, until the creature breaks free of the trap, its movement is limited by the length of the chain (typically 3 feet long). A creature can use its action to make a DC 13 Strength check, freeing itself or another creature within its reach on a success. Each failed check deals 1 piercing damage to the trapped creature.",5.0,11.34,False,True,True
44,shop-blacksmith,Adventuring Gear,default,Lamp,"A lamp casts bright light in a 15-foot radius and dim light for an additional 30 feet. Once lit, it burns for 6 hours on a flask (1 pint) of oil.",0.5,0.45,False,True,True
45,shop-blacksmith,Adventuring Gear,default,"Lantern, Bullseye","A bullseye lantern casts bright light in a 60-foot cone and dim light for an additional 60 feet. Once lit, it burns for 6 hours on a flask (1 pint) of oil.",10.0,0.91,False,False,False
46,shop-blacksmith,Adventuring Gear,default,"Lantern, Hooded","A hooded lantern casts bright light in a 30-foot radius and dim light for an additional 30 feet. Once lit, it burns for 6 hours on a flask (1 pint) of oil. As an action, you can lower the hood, reducing the light to dim light in a 5-foot radius.",5.0,0.91,False,False,True
47,shop-blacksmith,Adventuring Gear,default,Lock,"A key is provided with the lock. Without the key, a creature proficient with thieves' tools can pick this lock with a successful DC 15 Dexterity check. Your DM may decide that better locks are available for higher prices.",10.0,0.45,False,True,True
48,shop-blacksmith,Adventuring Gear,default,Manacles,"These metal restraints can bind a Small or Medium creature. Escaping the manacles requires a successful DC 20 Dexterity check. Breaking them requires a successful DC 20 Strength check. Each set of manacles comes with one key. Without the key, a creature proficient with thieves' tools can pick the manacles' lock with a successful DC 15 Dexterity check. Manacles have 15 hit points.",2.0,2.72,False,False,True
49,shop-blacksmith,Adventuring Gear,default,"Mirror, Steel","A steel mirror is handy when you want to look around corners, signal friends with reflected sunlight, keep an eye on a medusa, make sure that you look good enough to present yourself to the queen, or examine wounds that you’ve received on hard-to-see parts of your body.",5.0,0.23,False,False,True
50,shop-blacksmith,Adventuring Gear,default,"Pick, Miner's",A miner's pick is designed to concentrate the force of its blow on a small area.,2.0,4.54,False,True,True
51,shop-blacksmith,Adventuring Gear,default,Piton,"When a wall doesn’t offer handholds and footholds, you can make your own. A piton is a steel spike with an eye through which you can loop a rope.",0.05,0.11,False,True,True
52,shop-blacksmith,Adventuring Gear,default,"Pot, Iron",An iron pot can hold 1 gallon of liquid.,2.0,4.54,False,True,True
53,shop-blacksmith,Adventuring Gear,default,"Spikes, Iron (10)",Standard iron spikes typically used with a hammer.,1.0,2.27,False,False,True
54,shop-blacksmith,Adventuring Gear,default,Whetstone,A standard whetstone used to sharpen blades.,0.01,0.45,True,True,True
55,shop-blacksmith,Tools and Kits,Artisan's Tools,Carpenter's Tools,"Skill at carpentry enables a character to construct wooden structures. A carpenter can build a house, a shack, a wooden cabinet, or similar items.",8.0,2.72,False,True,True
56,shop-blacksmith,Tools and Kits,Artisan's Tools,Mason's Tools,"Mason's tools allow you to craft stone structures, including walls and buildings crafted from brick.",10.0,3.63,False,False,True
57,shop-blacksmith,Tools and Kits,Artisan's Tools,Smith's Tools,"Smith's tools allow you to work metal, beating it to alter its shape, repair damage, or work raw ingots into useful items.",20.0,3.63,False,False,False
58,shop-blacksmith,Tools and Kits,Musical Instruments,Horn,"A musical instruments made of a tube, usually made of metal and often curved in various ways, with one narrow end into which the musician blows, and a wide end from which sound emerges.",3.0,0.91,False,False,False
