id,shop,category,sub_category,item_name,description,price_base,weight,limited_stock,rural,urban
12,,Armor,Heavy Armor,Splint,This armor is made of narrow vertical strips of metal riveted to a backing of leather that is worn over cloth padding. Flexible chain mail protects the joints.,200.0,27.22,False,False,False
13,,Armor,Shield,Shield,A shield is made from wood or metal and is carried in one hand. Wielding a shield increases your Armor Class by 2. You can benefit from only one shield at a time.,10.0,2.72,False,False,False
14,,Weapons,Simple Melee Weapons,Club,"A short staff or stick, usually made of wood. Proficiency with a club allows you to add your proficiency bonus to the attack roll for any attack you make with it.",0.1,0.91,False,False,False
15,,Weapons,Simple Melee Weapons,Dagger,A knife with a very sharp point and usually two sharp edges. Proficiency with a dagger allows you to add your proficiency bonus to the attack roll for any attack you make with it.,2.0,0.45,False,False,False
16,,Weapons,Simple Melee Weapons,Greatclub,"A large heavy shaft, typically made of wood. Proficiency with a greatclub allows you to add your proficiency bonus to the attack roll for any attack you make with it.",0.2,4.54,False,False,False
17,,Weapons,Simple Melee Weapons,Handaxe,"A wood composite handle with a sharp edged head (called a 'bit'), typically made of iron or steel. Proficiency with a handaxe allows you to add your proficiency bonus to the attack roll for any attack you make with it.",5.0,0.91,False,False,False
18,,Weapons,Simple Melee Weapons,Javelin,A javelin is a light spear designed primarily to be thrown. Proficiency with a javelin allows you to add your proficiency bonus to the attack roll for any attack you make with it.,0.5,0.91,False,False,False
19,,Weapons,Simple Melee Weapons,Light Hammer,"The light hammer is a small sledge hammer, usually with a haft made of wood about one and a half feet long. Some have a pick on the back of the hammer head. Proficiency with a light hammer allows you to add your proficiency bonus to the attack roll for any attack you make with it.",2.0,0.91,False,False,False
20,,Weapons,Simple Melee Weapons,Mace,A weapon with a heavy head on a solid shaft used to bludgeon opponents. Proficiency with a mace allows you to add your proficiency bonus to the attack roll for any attack you make with it.,5.0,1.81,False,False,False
21,,Weapons,Simple Melee Weapons,Quarterstaff,"A staff of wood from 6 to 9 feet (about 2 to 3 m) long, used for attack and defense. Proficiency with a quarterstaff allows you to add your proficiency bonus to the attack roll for any attack you make with it.",0.2,1.81,False,False,False
22,,Weapons,Simple Melee Weapons,Sickle,"A short-handled tool with a semicircular blade, typically used by farmers for cutting grain, lopping, or trimming. Proficiency with a sickle allows you to add your proficiency bonus to the attack roll for any attack you make with it.",1.0,0.91,False,False,False
23,,Weapons,Simple Melee Weapons,Spear,"A pole weapon consisting of a shaft, usually of wood, with a pointed head. Proficiency with a spear allows you to add your proficiency bonus to the attack roll for any attack you make with it.",1.0,1.36,False,False,False
24,,Weapons,Simple Ranged Weapons,Light Crossbow,A ranged weapon that uses an elastic launching device consisting of a bow-like assembly mounted horizontally on a main frame. Proficiency with a light crossbow allows you to add your proficiency bonus to the attack roll for any attack you make with it.,25.0,2.27,False,False,False
25,,Weapons,Simple Ranged Weapons,Dart,"Darts are thrown, ranged weapons. They are designed to fly such that a sharp, often weighted point will strike first. They can be distinguished from javelins by the presence of fletching (feathers on the tail) and a shaft that is shorter and/or more flexible. Darts can be palm sized, or several feet long. Proficiency with a dart allows you to add your proficiency bonus to the attack roll for any attack you make with it.",0.05,0.11,False,False,False
26,,Weapons,Simple Ranged Weapons,Shortbow,"The shortbow is a flexible shaft of wood (or horn or bone) about 3 to 4 feet long with the ends connected by strong cord or a gut string that is a little shorter than the shaft, causing the wood to bend and keep the string under tension. Proficiency with a shortbow allows you to add your proficiency bonus to the attack roll for any attack you make with it.",25.0,0.91,False,False,False
27,,Weapons,Simple Ranged Weapons,Sling,"A sling is a projectile weapon typically used to throw a blunt projectile such as a stone, clay, or lead ""sling-bullet"". It is also known as the shepherd's sling. Proficiency with a sling allows you to add your proficiency bonus to the attack roll for any attack you make with it.",0.1,NULL,False,False,False
28,,Weapons,Martial Melee Weapons,Battleaxe,"An axe head mounted on a wooden or metal haft about 2.5​ to ​3 feet long. Some battleaxes were known to have a short spike or blade on the back of their axeheads, as well as a spike on the end of their shafts. Some came with belt hooks on the side of their heads. Proficiency with a battleaxe allows you to add your proficiency bonus to the attack roll for any attack you make with it.",10.0,1.81,False,False,False
29,,Weapons,Martial Melee Weapons,Flail,A flail consists of a 2 feet long haft connected to a chain ending with a heavy metal ball or rod. This ball or rod was often spiked. Proficiency with a flail allows you to add your proficiency bonus to the attack roll for any attack you make with it.,10.0,0.91,False,False,False
30,,Weapons,Martial Melee Weapons,Glaive,"A(or glave) is a European polearm, consisting of a single-edged blade (about 18 inches long) on the end of a 7-foot pole.have a small hook on the reverse side of the blade, to better catch riders. Proficiency with a glaive allows you to add your proficiency bonus to the attack roll for any attack you make with it.",20.0,2.72,False,False,False
31,,Weapons,Martial Melee Weapons,Greataxe,"A large, heavy battleaxe with a double-bladed head. The shaft was usually constructed of stout wood. Proficiency with a greataxe allows you to add your proficiency bonus to the attack roll for any attack you make with it.",30.0,3.18,False,False,False
32,,Weapons,Martial Melee Weapons,Greatsword,"A large sword that has a double-edged blade and requires two hands to wield, with an elongated hilt to accommodate the extra grip. Proficiency with a greatsword allows you to add your proficiency bonus to the attack roll for any attack you make with it.",50.0,2.72,False,False,False
33,,Weapons,Martial Melee Weapons,Halberd,A halberd consists of an ax blade balanced by a pick with an elongated pike head at the end of the staff. It is usually about 5 to 6 feet long. Proficiency with a halberd allows you to add your proficiency bonus to the attack roll for any attack you make with it.,20.0,2.72,False,False,False
34,,Weapons,Martial Melee Weapons,Lance,"A spear-like weapon used by cavalry for mounted combat. It usually consists of a long wooden shaft with a sharp metal point. Proficiency with a lance allows you to add your proficiency bonus to the attack roll for any attack you make with it. You have disadvantage when you use a lance to attack a target within 5 feet of you. Also, a lance requires two hands to wield when you aren't mounted.",10.0,2.72,False,False,False
35,,Weapons,Martial Melee Weapons,Longsword,"A type of European sword characterized as having a cruciform hilt with a grip for two-handed use (6 to 12 inches). It has a straight, double-edged blade about 3 to 4 feet long. Proficiency with a longsword allows you to add your proficiency bonus to the attack roll for any attack you make with it.",15.0,1.36,False,False,False
36,,Weapons,Martial Melee Weapons,Maul,"A maul is a long-handled hammer with a heavy head, of wood, lead, or iron. Similar in appearance and function to a modern sledgehammer, it is sometimes shown as having a spear-like spike on the fore-end of the haft. Proficiency with a maul allows you to add your proficiency bonus to the attack roll for any attack you make with it.",10.0,4.54,False,False,False
37,,Weapons,Martial Melee Weapons,Morningstar,A morningstar is a club-like weapon consisting of a shaft with an attached ball adorned with one or more spikes. Proficiency with a morningstar allows you to add your proficiency bonus to the attack roll for any attack you make with it.,15.0,1.81,False,False,False
38,,Weapons,Martial Melee Weapons,Pike,"A long spear with a heavy wooden shaft 10 to 20 feet long, tipped with a steel point. Proficiency with a pike allows you to add your proficiency bonus to the attack roll for any attack you make with it.",5.0,8.16,False,False,False
39,,Weapons,Martial Melee Weapons,Rapier,A rapier (or) is a type of sword with a slender and sharply-pointed two-edged blade. Proficiency with a rapier allows you to add your proficiency bonus to the attack roll for any attack you make with it.,25.0,0.91,False,False,False
40,,Weapons,Martial Melee Weapons,Scimitar,A short sword with a curved blade that broadens toward the point. Proficiency with a scimitar allows you to add your proficiency bonus to the attack roll for any attack you make with it.,25.0,1.36,False,False,False
41,,Weapons,Martial Melee Weapons,Shortsword,"A smaller version of the longsword, but longer than a dagger or dirk. It has a 12 to 20 inch, double-edged blade that ends in a sharp point. It has a cross-guard, grip, and pommel. Proficiency with a shortsword allows you to add your proficiency bonus to the attack roll for any attack you make with it.",10.0,0.91,False,False,False
42,,Weapons,Martial Melee Weapons,Trident,"A trident (also called a leister or gig), is a three-pronged spear. Proficiency with a trident allows you to add your proficiency bonus to the attack roll for any attack you make with it.",5.0,1.81,False,False,False
43,,Weapons,Martial Melee Weapons,War Pick,"A war pick, also called a horseman's pick, consists of a long shaft, often wood, topped with a small hammer's head with a very long spike on the reverse side. Usually, this spike was slightly curved downwards, much like a miner's pickaxe. Proficiency with a war pick allows you to add your proficiency bonus to the attack roll for any attack you make with it.",5.0,0.91,False,False,False
44,,Weapons,Martial Melee Weapons,Warhammer,"A war hammer consists of a handle and a heavy iron head with a hammer in front, and a spike on the other side. Proficiency with a warhammer allows you to add your proficiency bonus to the attack roll for any attack you make with it.",15.0,0.91,False,False,False
45,,Weapons,Martial Melee Weapons,Whip,A strip of leather or length of cord fastened to a handle. Proficiency with a whip allows you to add your proficiency bonus to the attack roll for any attack you make with it.,2.0,1.36,False,False,False
46,,Weapons,Martial Ranged Weapons,Blowgun,A blowgun is a simple ranged weapon consisting of a long narrow tube for shooting light projectiles such as small darts. Proficiency with a blowgun allows you to add your proficiency bonus to the attack roll for any attack you make with it.,10.0,0.45,False,False,False
47,,Weapons,Martial Ranged Weapons,Hand Crossbow,"A small, light ranged weapon, typically mounted on the back of one's forearm, that uses an elastic launching device consisting of a bow-like assembly mounted horizontally on a main frame. Proficiency with a hand crossbow allows you to add your proficiency bonus to the attack roll for any attack you make with it.",75.0,1.36,False,False,False
48,,Weapons,Martial Ranged Weapons,Heavy Crossbow,A heavy ranged weapon using an elastic launching device consisting of a bow-like assembly mounted horizontally on a main frame. Proficiency with a heavy crossbow allows you to add your proficiency bonus to the attack roll for any attack you make with it.,50.0,8.16,False,False,False
49,,Weapons,Martial Ranged Weapons,Longbow,A tall bow – roughly equal to the height of the user – allowing the archer a fairly long draw. Its limbs are relatively narrow and are circular or D-shaped in cross section. Proficiency with a longbow allows you to add your proficiency bonus to the attack roll for any attack you make with it.,50.0,0.91,False,False,False
50,,Weapons,Martial Ranged Weapons,Net,"A net usually has lead weights around the edges, and is often attached to a fighter's wrist by means of a rope. It is used to entangle opponents. Proficiency with a net allows you to add your proficiency bonus to the attack roll for any attack you make with it.",1.0,1.36,False,False,False
51,,Adventuring Gear,default,Abacus,A standard tool used to make calculations.,2.0,0.91,False,False,False
52,,Adventuring Gear,default,Acid (vial),"As an action, you can splash the contents of this vial onto a creature within 5 feet of you or throw the vial up to 20 feet, shattering it on impact. In either case, make a ranged attack against a creature or object, treating the acid as an improvised weapon. On a hit, the target takes 2d6 acid damage.",25.0,0.45,False,False,False
53,,Adventuring Gear,default,Alchemist's Fire (flask),"This sticky, adhesive fluid ignites when exposed to air. As an action, you can throw this flask up to 20 feet, shattering it on impact. Make a ranged attack against a creature or object, treating the alchemist's fire as an improvised weapon. On a hit, the target takes 1d4 fire damage at the start of each of its turns. A creature can end this damage by using its action to make a DC 10 Dexterity check to extinguish the flames.",50.0,0.45,False,False,False
54,,Adventuring Gear,Ammunition,Arrows,"20 arrows. Arrows are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon). At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield.",1.0,0.45,False,False,False
55,,Adventuring Gear,Ammunition,Blowgun Needles (50),"Blowgun needles are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon). At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield.",1.0,0.45,False,False,False
56,,Adventuring Gear,Ammunition,Crossbow Bolts,"20 crossbow bolts. Crossbow bolts are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon). At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield.",1.0,0.68,False,False,False
57,,Adventuring Gear,Ammunition,Sling Bullets (20),"Sling bullets are used with a sling to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon). At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield.",0.04,0.68,False,False,False
58,,Adventuring Gear,default,Antitoxin (vial),A creature that drinks this vial of liquid gains advantage on saving throws against poison for 1 hour. It confers no benefit to undead or constructs.,50.0,NULL,False,False,False
59,,Adventuring Gear,Arcane Focus,Crystal,"An arcane focus is a special item designed to channel the power of arcane spells. A sorcerer, warlock, or wizard can use such an item as a spellcasting focus.",10.0,0.45,False,False,False
60,,Adventuring Gear,Arcane Focus,Orb,"An arcane focus is a special item designed to channel the power of arcane spells. A sorcerer, warlock, or wizard can use such an item as a spellcasting focus.",20.0,1.36,False,False,False
61,,Adventuring Gear,Arcane Focus,Rod,"An arcane focus is a special item designed to channel the power of arcane spells. A sorcerer, warlock, or wizard can use such an item as a spellcasting focus.",10.0,0.91,False,False,False
62,,Adventuring Gear,Arcane Focus,Staff,"An arcane focus is a special item designed to channel the power of arcane spells. A sorcerer, warlock, or wizard can use such an item as a spellcasting focus.",5.0,1.81,False,False,False
63,,Adventuring Gear,Arcane Focus,Wand,"An arcane focus is a special item designed to channel the power of arcane spells. A sorcerer, warlock, or wizard can use such an item as a spellcasting focus.",10.0,0.45,False,False,False
64,,Adventuring Gear,default,Backpack,"A backpack is a leather pack carried on the back, typically with straps to secure it. A backpack can hold 1 cubic foot/ 30 pounds of gear. You can also strap items, such as a bedroll or a coil of rope, to the outside of a backpack.",2.0,2.27,False,False,False
65,,Adventuring Gear,default,"Ball Bearings (bag of 1,000)","As an action, you can spill these tiny metal balls from their pouch to cover a level, square area that is 10 feet on a side. A creature moving across the covered area must succeed on a DC 10 Dexterity saving throw or fall prone. A creature moving through the area at half speed doesn't need to make the save.",1.0,0.91,False,False,False
66,,Adventuring Gear,default,Barrel,"A barrel can hold 40 gallons of liquid, or 4 cubic feet of solid material.",2.0,31.75,False,False,False
67,,Adventuring Gear,default,Basket,A basket can hold 2 cubic feet/40 pounds of gear.,0.4,0.91,False,False,False
68,,Adventuring Gear,default,Bedroll,"You never know where you’re going to sleep, and a bedroll helps you get better sleep in a hayloft or on the cold ground. A bedroll consists of bedding and a blanket thin enough to be rolled up and tied. In an emergency, it can double as a stretcher.",1.0,3.18,False,False,False
69,,Adventuring Gear,default,Bell,"A standard bell that rings, typically used for signaling.",1.0,NULL,False,False,False
70,,Adventuring Gear,default,Blanket,"A thick, quilted, blanket made to keep you warm in cold weather.",0.5,1.36,False,False,False
71,,Adventuring Gear,default,Block and Tackle,"A set of pulleys with a cable threaded through them and a hook to attach to objects, a block and tackle allows you to hoist up to four times the weight you can normally lift.",1.0,2.27,False,False,False
72,,Adventuring Gear,default,Book,"A book might contain poetry, historical accounts, information pertaining to a particular field of lore, diagrams and notes on gnomish contraptions, or just about anything else that can be represented using text or pictures. A book of spells is a spellbook.",25.0,2.27,False,False,False
73,,Adventuring Gear,default,"Bottle, glass",A bottle can hold 1 1/2 pints of liquid.,2.0,0.91,False,False,False
74,,Adventuring Gear,default,Bucket,"A bucket can hold 3 gallons of liquid, or 1/2 cubic foot of solid material.",0.05,0.91,False,False,False
75,,Adventuring Gear,default,Caltrops (bag of 20),"As an action, you can spread a bag of caltrops to cover a square area that is 5 feet on a side. Any creature that enters the area must succeed on a DC 15 Dexterity saving throw or stop moving this turn and take 1 piercing damage. Taking this damage reduces the creature's walking speed by 10 feet until the creature regains at least 1 hit point. A creature moving through the area at half speed doesn't need to make the save.",1.0,0.91,False,False,False
76,,Adventuring Gear,default,Candle,"For 1 hour, a candle sheds bright light in a 5-foot radius and dim light for an additional 5 feet.",0.01,NULL,False,False,False
77,,Adventuring Gear,default,"Case, Crossbow Bolt",This wooden case can hold up to twenty crossbow bolts.,1.0,0.45,False,False,False
78,,Adventuring Gear,default,"Case, Map or Scroll",This cylindrical leather case can hold up to ten rolled-up sheets of paper or five rolled-up sheets of parchment.,1.0,0.45,False,False,False
79,,Adventuring Gear,default,Chain (10 feet),A chain has 10 hit points. It can be burst with a successful DC 20 Strength check.,5.0,4.54,False,False,False
80,,Adventuring Gear,default,Chalk (1 piece),A piece of chalk used for writing and marking on various surfaces.,0.01,NULL,False,False,False
81,,Adventuring Gear,default,Chest,A chest can hold 12 cubic feet/ 300 pounds of gear.,5.0,11.34,False,False,False
82,,Adventuring Gear,default,Climber's Kit,"The use of a Climber’s Kit allows a creature to easily scale cliffs, castle walls, and more, as well as helping you not fall to your death if you do slip.",25.0,5.44,False,False,False
83,,Adventuring Gear,default,"Clothes, Common","This set of clothes could consist of a loose shirt and baggy breeches, or a loose shirt and skirt or overdress. Cloth wrappings are used for shoes.",0.5,1.36,False,False,False
84,,Adventuring Gear,default,"Clothes, Costume","This set of clothes is fashioned after a particular costume, typically meant for entertaining.",5.0,1.81,False,False,False
85,,Adventuring Gear,default,"Clothes, Fine","This set of clothes is designed specifically to be expensive and to show it, including fancy, tailored clothes in whatever fashion happens to be the current style in the courts of the nobles. Precious metals and gems could be worked into the clothing.",15.0,2.72,False,False,False
86,,Adventuring Gear,default,"Clothes, Traveler's","This set of clothes could consist of boots, a wool skirt or breeches, a sturdy belt, a shirt (perhaps with a vest or jacket), and an ample cloak with a hood.",2.0,1.81,False,False,False
87,,Adventuring Gear,default,Component Pouch,"A component pouch is a small, watertight leather belt pouch that has compartments to hold all the material components and other special items you need to cast your spells, except for those components that have a specific cost (as indicated in a spell's description).",25.0,0.91,False,False,False
88,,Adventuring Gear,default,Crowbar,Using a crowbar grants advantage to Strength checks where the crowbar's leverage can be applied.,2.0,2.27,False,False,False
89,,Adventuring Gear,Druidic Focus,Sprig of Mistletoe,A druid can use a Sprig of Mistletoe (or holly) as a spellcasting focus.,1.0,NULL,False,False,False
90,,Adventuring Gear,Druidic Focus,Totem,A druid can use a Totem as a spellcasting focus.,1.0,NULL,False,False,False
91,,Adventuring Gear,Druidic Focus,Wooden Staff,A druid can use a Wooden Staff as a spellcasting focus.,5.0,1.81,False,False,False
92,,Adventuring Gear,Druidic Focus,Yew Wand,A druid can use a Yew Wand as a spellcasting focus.,10.0,0.45,False,False,False
93,,Adventuring Gear,default,Fishing Tackle,"This kit includes a wooden rod, silken line, corkwood bobbers, steel hooks, lead sinkers, velvet lures, and narrow netting.",1.0,1.81,False,False,False
94,,Adventuring Gear,default,Flask or Tankard,A flask or tankard can hold 1 pint of liquid.,0.02,0.45,False,False,False
95,,Adventuring Gear,default,Grappling Hook,"When tied to the end of a rope, a grappling hook can secure the rope to a battlement, window ledge, tree limb, or other protrusion.",2.0,1.81,False,False,False
96,,Adventuring Gear,default,Hammer,This one-handed hammer with an iron head is useful for pounding pitons into a wall.,1.0,1.36,False,False,False
97,,Adventuring Gear,default,"Hammer, Sledge","This two-handed, iron-headed hammer is good for smashing open treasure chests.",2.0,4.54,False,False,False
98,,Adventuring Gear,default,Healer's Kit,"This kit is a leather pouch containing bandages, salves, and splints. The kit has ten uses. As an action, you can expend one use of the kit to stabilize a creature that has 0 hit points, without needing to make a Wisdom (Medicine) check.",5.0,1.36,False,False,False
99,,Adventuring Gear,Holy Symbol,Amulet,"A holy symbol is a representation of a god or pantheon. A cleric or paladin can use a holy symbol as a spellcasting focus. To use the symbol in this way, the caster must hold it in hand, wear it visibly, or bear it on a shield.",5.0,0.45,False,False,False
100,,Adventuring Gear,Holy Symbol,Emblem,"A holy symbol is a representation of a god or pantheon. A cleric or paladin can use a holy symbol as a spellcasting focus. To use the symbol in this way, the caster must hold it in hand, wear it visibly, or bear it on a shield.",5.0,NULL,False,False,False
101,,Adventuring Gear,Holy Symbol,Reliquary,"A holy symbol is a representation of a god or pantheon. A cleric or paladin can use a holy symbol as a spellcasting focus. To use the symbol in this way, the caster must hold it in hand, wear it visibly, or bear it on a shield.",5.0,0.91,False,False,False
102,,Adventuring Gear,default,Holy Water (flask),"As an action, you can splash the contents of this flask onto a creature within 5 feet of you or throw it up to 20 feet, shattering it on impact. In either case, make a ranged attack against a target creature, treating the holy water as an improvised weapon. If the target is a fiend or undead, it takes 2d6 radiant damage.",25.0,0.45,False,False,False
103,,Adventuring Gear,default,Hourglass,A standard hourglass used to measure the passage of time.,25.0,0.45,False,False,False
104,,Adventuring Gear,default,Hunting Trap,"When you use your action to set it, this trap forms a saw-toothed steel ring that snaps shut when a creature steps on a pressure plate in the center. The trap is affixed by a heavy chain to an immobile object, such as a tree or a spike driven into the ground. A creature that steps on the plate must succeed on a DC 13 Dexterity saving throw or take 1d4 piercing damage and stop moving. Thereafter, until the creature breaks free of the trap, its movement is limited by the length of the chain (typically 3 feet long). A creature can use its action to make a DC 13 Strength check, freeing itself or another creature within its reach on a success. Each failed check deals 1 piercing damage to the trapped creature.",5.0,11.34,False,False,False
105,,Adventuring Gear,default,Ink (1 ounce bottle),Ink is typically used with an ink pen to write.,10.0,NULL,False,False,False
106,,Adventuring Gear,default,Ink Pen,An ink pen is a wooden stick with a special tip on the end. It can also be a feathered quill with a sharpened tip. The tip draws ink in when dipped in a vial and leaves an ink trail when drawn across a surface.,0.02,NULL,False,False,False
107,,Adventuring Gear,default,Jug or Pitcher,A jug or pitcher can hold 1 gallon of liquid.,0.02,1.81,False,False,False
108,,Adventuring Gear,default,Ladder (10 foot),"This item is a straight, simple wooden ladder.",0.1,11.34,False,False,False
109,,Adventuring Gear,default,Lamp,"A lamp casts bright light in a 15-foot radius and dim light for an additional 30 feet. Once lit, it burns for 6 hours on a flask (1 pint) of oil.",0.5,0.45,False,False,False
110,,Adventuring Gear,default,"Lantern, Bullseye","A bullseye lantern casts bright light in a 60-foot cone and dim light for an additional 60 feet. Once lit, it burns for 6 hours on a flask (1 pint) of oil.",10.0,0.91,False,False,False
111,,Adventuring Gear,default,"Lantern, Hooded","A hooded lantern casts bright light in a 30-foot radius and dim light for an additional 30 feet. Once lit, it burns for 6 hours on a flask (1 pint) of oil. As an action, you can lower the hood, reducing the light to dim light in a 5-foot radius.",5.0,0.91,False,False,False
112,,Adventuring Gear,default,Lock,"A key is provided with the lock. Without the key, a creature proficient with thieves' tools can pick this lock with a successful DC 15 Dexterity check. Your DM may decide that better locks are available for higher prices.",10.0,0.45,False,False,False
113,,Adventuring Gear,default,Magnifying Glass,"This lens allows a closer look at small objects. It is also useful as a substitute for flint and steel when starting fires. Lighting a fire with a magnifying glass requires light as bright as sunlight to focus, tinder to ignite, and about 5 minutes for the fire to ignite. A magnifying glass grants advantage on any ability check made to appraise or inspect an item that is small or highly detailed.",100.0,NULL,False,False,False
114,,Adventuring Gear,default,Manacles,"These metal restraints can bind a Small or Medium creature. Escaping the manacles requires a successful DC 20 Dexterity check. Breaking them requires a successful DC 20 Strength check. Each set of manacles comes with one key. Without the key, a creature proficient with thieves' tools can pick the manacles' lock with a successful DC 15 Dexterity check. Manacles have 15 hit points.",2.0,2.72,False,False,False
115,,Adventuring Gear,default,Mess Kit,"This tin box contains a cup and simple cutlery. The box clamps together, and one side can be used as a cooking pan and the other as a plate or shallow bowl.",0.2,0.45,False,False,False
116,,Adventuring Gear,default,"Mirror, Steel","A steel mirror is handy when you want to look around corners, signal friends with reflected sunlight, keep an eye on a medusa, make sure that you look good enough to present yourself to the queen, or examine wounds that you’ve received on hard-to-see parts of your body.",5.0,0.23,False,False,False
117,,Adventuring Gear,default,Oil (flask),"Oil usually comes in a clay flask that holds 1 pint. As an action, you can splash the oil in this flask onto a creature within 5 feet of you or throw it up to 20 feet, shattering it on impact. Make a ranged attack against a target creature or object, treating the oil as an improvised weapon. On a hit, the target is covered in oil. If the target takes any fire damage before the oil dries (after 1 minute), the target takes an additional 5 fire damage from the burning oil. You can also pour a flask of oil on the ground to cover a 5-foot-square area, provided that the surface is level. If lit, the oil burns for 2 rounds and deals 5 fire damage to any creature that enters the area or ends its turn in the area. A creature can take this damage only once per turn.",0.1,0.45,False,False,False
118,,Adventuring Gear,default,Paper (one sheet),A sheet of standard paper is made from cloth fibers.,0.2,NULL,False,False,False
119,,Adventuring Gear,default,Parchment (one sheet),A sheet of parchment is a piece of goat hide or sheepskin that has been prepared for writing on.,0.1,NULL,False,False,False
120,,Adventuring Gear,default,Perfume (vial),A fragrant commodity typically used by the wealthy.,5.0,NULL,False,False,False
121,,Adventuring Gear,default,"Pick, Miner's",A miner's pick is designed to concentrate the force of its blow on a small area.,2.0,4.54,False,False,False
122,,Adventuring Gear,default,Piton,"When a wall doesn’t offer handholds and footholds, you can make your own. A piton is a steel spike with an eye through which you can loop a rope.",0.05,0.11,False,False,False
123,,Poison,default,"Poison, Basic (vial)","You can use the poison in this vial to coat one slashing or piercing weapon or up to three pieces of ammunition. Applying the poison takes an action. A creature hit by the poisoned weapon or ammunition must make a DC 10 Constitution saving throw or take 1d4 poison damage. Once applied, the poison retains potency for 1 minute before drying.",100.0,NULL,False,False,False
124,,Adventuring Gear,default,Pole (10-foot),"When you suspect a trap, you can put the end of your 10-foot pole through that hole in the wall instead of reaching in with your hand.",0.05,3.18,False,False,False
125,,Adventuring Gear,default,"Pot, Iron",An iron pot can hold 1 gallon of liquid.,2.0,4.54,False,False,False
126,,Adventuring Gear,default,Potion of Healing,A character who drinks the magical red fluid in this vial regains 2d4 + 2 hit points. Drinking or administering a potion takes an action.,50.0,0.23,False,False,False
127,,Adventuring Gear,default,Pouch,"A cloth or leather pouch can hold 1/5 cubic foot/ 6 pounds of gear - or up to 20 sling bullets or 50 blowgun needles, among other things. Note: This is different from a- which is a compartmentalized pouch for holding spell components.",0.5,0.45,False,False,False
128,,Adventuring Gear,default,Quiver,A quiver can hold up to 20 arrows.,1.0,0.45,False,False,False
129,,Adventuring Gear,default,"Ram, Portable","You can use a portable ram to break down doors. When doing so, you gain a +4 bonus on the Strength check. One other character can help you use the ram, giving you advantage on this check.",4.0,15.88,False,False,False
