id,shop,category,sub_category,item_name,description,price_base,weight,limited_stock,rural,urban
19,shop-temple,Adventuring Gear,default,"Lantern, Hooded","A hooded lantern casts bright light in a 30-foot radius and dim light for an additional 30 feet. Once lit, it burns for 6 hours on a flask (1 pint) of oil. As an action, you can lower the hood, reducing the light to dim light in a 5-foot radius.",5.0,0.91,False,False,False
20,shop-temple,Adventuring Gear,default,Oil (flask),"Oil usually comes in a clay flask that holds 1 pint. As an action, you can splash the oil in this flask onto a creature within 5 feet of you or throw it up to 20 feet, shattering it on impact. Make a ranged attack against a target creature or object, treating the oil as an improvised weapon. On a hit, the target is covered in oil. If the target takes any fire damage before the oil dries (after 1 minute), the target takes an additional 5 fire damage from the burning oil. You can also pour a flask of oil on the ground to cover a 5-foot-square area, provided that the surface is level. If lit, the oil burns for 2 rounds and deals 5 fire damage to any creature that enters the area or ends its turn in the area. A creature can take this damage only once per turn.",0.1,0.45,True,True,True
21,shop-temple,Adventuring Gear,default,Paper (one sheet),A sheet of standard paper is made from cloth fibers.,0.2,NULL,False,False,False
22,shop-temple,Adventuring Gear,default,Parchment (one sheet),A sheet of parchment is a piece of goat hide or sheepskin that has been prepared for writing on.,0.1,NULL,False,False,True
23,shop-temple,Adventuring Gear,default,Perfume (vial),A fragrant commodity typically used by the wealthy.,5.0,NULL,False,False,False
24,shop-temple,Adventuring Gear,default,Potion of Healing,A character who drinks the magical red fluid in this vial regains 2d4 + 2 hit points. Drinking or administering a potion takes an action.,50.0,0.23,False,False,False
25,shop-temple,Adventuring Gear,default,Rations (1 day),"Rations consist of dry foods suitable for extended travel, including jerky, dried fruit, hardtack, and nuts.",0.5,0.91,False,True,True
26,shop-temple,Adventuring Gear,default,Torch,"A torch burns for 1 hour, providing bright light in a 20-foot radius and dim light for an additional 20 feet. If you make a melee attack with a burning torch and hit, it deals 1 fire damage.",0.01,0.45,True,True,True
27,shop-temple,Adventuring Gear,default,Vial,A vial can hold 4 ounces of liquid.,1.0,NULL,True,True,True
28,shop-temple,Adventuring Gear,default,Waterskin (full),A waterskin can hold 4 pints of liquid.,0.2,2.27,False,True,True
29,shop-temple,Services,Spellcasting,Cure Wounds (Level 1),"Cure Wounds grants hit points equal to 1d8 + the priest's spellcasting ability (or, at the DM's discretion, allow 8 hit points)",10.0,NULL,True,True,True
30,shop-temple,Services,Spellcasting,Gentle Repose (Level 2),Gentle Repose allows a touched corpse (or other remains) to be protected from decay and can't become undead for 10 days.,50.0,NULL,False,True,True
31,shop-temple,Services,Spellcasting,Lesser Restoration (Level 2),"Lesser Restoration cures a single creature of one of the following conditions: blindness, deafness, paralyzation, or poisoning.",50.0,NULL,True,True,True
32,shop-temple,Services,Spellcasting,Remove Curse (Level 3),"Remove Curse ends all curses affecting one creature or object. If the object is a cursed magic item, its curse remains, but the spell breaks its owner's attunement to the object so it can be removed or discarded.",100.0,NULL,False,True,True
33,shop-temple,Services,Spellcasting,Revivify (Level 4),"Revivify creature causes a creature to return to life with 1 hit point, if the creature has died within the last minute. This spell can't return to life a creature that has died of old age, nor can it restore any missing body parts.",400.0,NULL,False,True,True
34,shop-temple,Services,Spellcasting,Raise Dead (Level 5),"This spell brings a touched creature back from the dead, provided that it has been dead no longer than 10 days. If the creature's soul is both willing and at liberty to rejoin the body, the creature returns to life with 1 hit point.",1000.0,NULL,False,True,True
