id,shop,category,sub_category,item_name,description,price_base,weight,limited_stock,rural,urban
18,shop-general,Adventuring Gear,default,Lamp,"A lamp casts bright light in a 15-foot radius and dim light for an additional 30 feet. Once lit, it burns for 6 hours on a flask (1 pint) of oil.",0.5,0.45,False,True,True
19,shop-general,Adventuring Gear,default,"Lantern, Hooded","A hooded lantern casts bright light in a 30-foot radius and dim light for an additional 30 feet. Once lit, it burns for 6 hours on a flask (1 pint) of oil. As an action, you can lower the hood, reducing the light to dim light in a 5-foot radius.",5.0,0.91,False,False,True
20,shop-general,Adventuring Gear,default,Lock,"A key is provided with the lock. Without the key, a creature proficient with thieves' tools can pick this lock with a successful DC 15 Dexterity check. Your DM may decide that better locks are available for higher prices.",10.0,0.45,False,False,True
21,shop-general,Adventuring Gear,default,Mess Kit,"This tin box contains a cup and simple cutlery. The box clamps together, and one side can be used as a cooking pan and the other as a plate or shallow bowl.",0.2,0.45,False,True,True
22,shop-general,Adventuring Gear,default,"Mirror, Steel","A steel mirror is handy when you want to look around corners, signal friends with reflected sunlight, keep an eye on a medusa, make sure that you look good enough to present yourself to the queen, or examine wounds that you’ve received on hard-to-see parts of your body.",5.0,0.23,False,True,True
23,shop-general,Adventuring Gear,default,Paper (one sheet),A sheet of standard paper is made from cloth fibers.,0.2,NULL,False,False,True
24,shop-general,Adventuring Gear,default,Parchment (one sheet),A sheet of parchment is a piece of goat hide or sheepskin that has been prepared for writing on.,0.1,NULL,True,True,True
25,shop-general,Adventuring Gear,default,"Pick, Miner's",A miner's pick is designed to concentrate the force of its blow on a small area.,2.0,4.54,False,True,True
26,shop-general,Adventuring Gear,default,"Pot, Iron",An iron pot can hold 1 gallon of liquid.,2.0,4.54,True,True,True
27,shop-general,Adventuring Gear,default,Pouch,"A cloth or leather pouch can hold 1/5 cubic foot/ 6 pounds of gear - or up to 20 sling bullets or 50 blowgun needles, among other things. Note: This is different from a- which is a compartmentalized pouch for holding spell components.",0.5,0.45,False,True,True
28,shop-general,Adventuring Gear,default,"Rope, Hempen (50 feet)","Rope, has 2 hit points and can be burst with a DC 17 Strength check.",1.0,4.54,False,True,True
29,shop-general,Adventuring Gear,default,"Rope, Silk (50 feet)","Rope, has 2 hit points and can be burst with a DC 17 Strength check.",10.0,2.27,False,False,False
30,shop-general,Adventuring Gear,default,Sack,A sack can hold 1 cubic foot/ 30 pounds of gear.,0.01,0.23,True,True,True
31,shop-general,Adventuring Gear,default,"Scale, Merchant's","A scale includes a small balance, pans, and a suitable assortment of weights up to 2 pounds. With it, you can measure the exact weight of small objects, such as raw precious metals or trade goods, to help determine their worth.",5.0,1.36,False,False,True
32,shop-general,Adventuring Gear,default,Shovel,A standard shovel used for digging.,2.0,2.27,False,True,True
33,shop-general,Adventuring Gear,default,Signet Ring,"Each signet ring has a distinctive design carved into it. When you press this ring into warm sealing wax, you leave an identifying mark.",5.0,NULL,False,False,True
34,shop-general,Adventuring Gear,default,Snowshoes,Snowshoes reduce the likelihood of their wearer getting stuck in the deep snow.,2.0,1.81,False,False,False
35,shop-general,Adventuring Gear,default,Soap,A commodity used for bathing.,0.02,NULL,False,False,True
36,shop-general,Adventuring Gear,default,Vial,A vial can hold 4 ounces of liquid.,1.0,NULL,False,False,True
37,shop-general,Tools and Kits,Artisan's Tools,Carpenter's Tools,"Skill at carpentry enables a character to construct wooden structures. A carpenter can build a house, a shack, a wooden cabinet, or similar items.",8.0,2.72,True,True,True
38,shop-general,Tools and Kits,Artisan's Tools,Cobbler's Tools,"Although the cobbler's trade might seem too humble for an adventurer, a good pair of boots will see a character across rugged wilderness and through deadly dungeons.Cobbler's tools consist of a hammer, an awl, a knife, a s hoe stand, a cutter, spare leather, and thread.: Your knowledge of shoes aids you in identifying the magical properties of enchanted boots or the history of such items.: Footwear holds a surprising number of secrets. You can learn where someone has recently visited by examining the wear and the dirt that has accumulated on their shoes. Your experience in repairing shoes makes it easier for you to identify where damage might come from.: As part of a long rest, you can repair your companions' shoes. For the next 24 hours, up to six creatures of your choice who wear shoes you worked on can travel up to 10 hours a day without making saving throws to avoid exhaustion.: With 8 hours of work, you can add a hidden compartment to a pair of shoes. The compartment can hold an object up to 3 inches long and 1 inch wide and deep. You make an Intelligence check using your tool proficiency to determine the Intelligence (Investigation) check DC needed to find the compartment.DC 10 - Determine a shoe's age and originDC 15 - Find a hidden compartment in a boot heel",5.0,2.27,False,True,True
39,shop-general,Tools and Kits,Artisan's Tools,Cook's Utensils,"Adventuring is a hard life. With a cook along on the journey, your meals will be much better than the typical mix of hardtack and dried fruit.Cook's utensils include a metal pot, knives, forks, a stirring spoon, and a ladle.: Your knowledge of cooking techniques allows you to assess the social patterns involved in a culture's eating habits.: When administering treatment, you can transform medicine that is bitter or sour into a pleasing concoction.: When foraging for food, you can make do with ingredients you scavenge that others would be unable to transform into nourishing meals.: As part of a short rest, you can prepare a tasty meal that helps your companions regain their strength. You and up to five creatures of your choice regain 1 extra hit point per Hit Die spent during a short rest, provided you have access to your cook's utensils and sufficient food.DC 10 - Create a typical mealDC 10 - Duplicate a mealDC 15 - Spot poison or impurities in foodDC 15 - Create a gourmet meal",1.0,3.63,True,True,True
40,shop-general,Tools and Kits,Artisan's Tools,Glassblower's Tools,"Someone proficient with glassblower's tools has not only the ability to shape glass but also specialized knowledge of the methods used to produce glass objects.The tools include a blowpipe, a small marver, blocks, and tweezers. You need a source of heat to work glass.: Your knowledge of glassmaking techniques aids you when you examine glass objects, such as potion bottles or glass items found in a treasure hoard. For instance, you can study how a glass potion bottle has been changed by its contents to help determine a potion's effects. (A potion might leave behind a residue, deform the glass, or stain it.): When you study an area, your knowledge can aid you if the clues include broken glass or glass objects.: With 1 minute of study, you can identify the weak points in a glass object. Any damage dealt to the object by striking a weak spot is doubled.DC 10 - Identify source of glassDC 15 - Produce a glass item (with a viable heat source)DC 20 - Determine what a glass object once held",30.0,2.27,False,False,False
41,shop-general,Tools and Kits,Artisan's Tools,Leatherworker's Tools,"Knowledge of leatherworking extends to lore concerning animal hides and their properties. It also confers knowledge of leather armor and similar goods.Leatherworker's tools include a knife, a small mallet, an edger, a hole punch, thread, and leather scraps.: Your expertise in working with leather grants you added insight when you inspect magic items crafted from leather, such as boots and some cloaks.: You gain added insight when studying leather items or clues related to them, as you draw on your knowledge of leather to pick out details that others would overlook.: When looking at a hide or a leather item, you can determine the source of the leather and any special techniques used to treat it. For example, you can spot the difference between leather crafted using dwarven methods and leather crafted using halfling methods.DC 10 - Modify a leather item's appearanceDC 20 - Determine a leather item's history",5.0,2.27,False,False,True
42,shop-general,Tools and Kits,Artisan's Tools,Mason's Tools,"Mason's tools allow you to craft stone structures, including walls and buildings crafted from brick.Mason's tools consist of a trowel, a hammer, a chisel, brushes, and a square.: Your expertise aids you in identifying a stone building's date of construction and purpose, a long with insight into who might have built it.: You gain additional insight when inspecting areas within stone structures.: You can spot irregularities in stone walls or floors, making it easier to find trap doors and secret passages.: Your knowledge of masonry allows you to spot weak points in brick walls. You deal double damage to such structures with your weapon attacks.DC 10 - Chisel a small hole in a stone wallDC 15 - Find a weak point in a stone wall",10.0,3.63,True,True,True
43,shop-general,Tools and Kits,Artisan's Tools,Potter's Tools,"Potter's tools are used to create a variety of ceramic objects, most typically pots and similar vessels.Potter's tools include potter's needles, ribs, scrapers, a knife, and calipers.: Your expertise aids you in identifying ceramic objects, including when they were created and their likely place or culture of origin.: You gain additional insight when inspecting ceramics, uncovering clues others would overlook by spotting minor irregularities.: By examining pottery shards, you can determine an object's original, intact form and its likely purpose.",10.0,1.36,False,True,True
44,shop-general,Tools and Kits,Artisan's Tools,Smith's Tools,"Smith's tools allow you to work metal, beating it to alter its shape, repair damage, or work raw ingots into useful items.Smith's tools include hammers, tongs, charcoal, rags, and a whetstone.: Your expertise lends you additional insight when examining metal objects, such as weapons.: You can spot clues and make deductions that others might overlook when an investigation involves armor, weapons, or other metalwork.: With access to your tools and an open flame hot enough to make metal pliable, you can restore 10 hit points to a damaged metal object for each hour of work.DC 10 - Sharpen a dull bladeDC 15 - Repair a suit of armorDC 15 - Sunder a nonmagical metal object",20.0,3.63,False,False,False
45,shop-general,Tools and Kits,Artisan's Tools,Weaver's Tools,"Weaver's tools allow you to create cloth and tailor it into articles of clothing.Weaver's tools include thread, needles, and scraps of cloth. You know how to work a loom, but such equipment is too large to transport.: Your expertise lends you additional insight when examining cloth objects, including cloaks and robes.: Using your knowledge of the process of creating cloth objects, you can spot clues and make deductions that others would overlook when you examine tapestries, upholstery, clothing, and other woven items.: As part of a short rest, you can repair a single damaged cloth object.: Assuming you have access to sufficient cloth and thread, you can create an outfit for a creature as part of a long rest.DC 10 - Repurpose clothDC 10 - Mend a hole in a piece of clothDC 15 - Tailor an outfit",1.0,2.27,False,True,True
46,shop-general,Tools and Kits,Artisan's Tools,Woodcarver's Tools,"Woodcarver's tools allow you to craft intricate objects from wood, such as wooden tokens or arrows.Woodcarver's tools consist of a knife, a gouge, and a small saw.: Your expertise lends you additional insight when you examine wooden objects, such as figurines or arrows.: Your knowledge of wooden objects gives you some added insight when you examine trees.: As part of a short rest, you can repair a single damaged wooden object.: As part of a short rest, you can craft up to five arrows. As part of a long rest, you can craft up to twenty. You must have enough wood on hand to produce them.DC 10 - Craft a small wooden figurineDC 15 - Carve an intricate pattern in wood",1.0,2.27,True,True,True
